model,difference
"When I was a kid, my mom would not let me swim after I ate. People said that if you went swimming right after you ate, you would get sick. I thought this was true for many years. But it turns out that it is not true at all. I guess it is just an urban legend that many people believe.  ",1
"The first time I went abroad was terrifying. I was 19 years old, and was going to New Zealand with my brother. I couldn’t speak English very well but that was the least of my worries. The real scary part was flying. I had never been on a plane, and was so nervous. Once the plane had taken off I felt a bit better, but then the pilot came on and told us to fasten our seat belts. He said that we were going to pass through a lightning storm and should expect turbulence. At that time I had no idea what ‘turbulence’ meant. Before I could ask what was happening the plane started shaking up and down. At times it felt like we were going to fall from the sky. I was absolutely terrified and thought I was going die. Lightning flashed everywhere; it was so close to the plane I could almost feel it. I had never seen anything like it. Finally, the sky cleared and the plane stopped shaking but I didn’t. In fact I am shaking now just telling the story.  
",1
"If I had been born in France, my life would have been a lot different.  I would speak French every day, and I’d probably live in a smaller city or town.  My parents would have raised me very differently.  Right now we play a lot of sports and watch a lot of movies together.  I imagine that if I were French, we would cook more, and maybe garden together, or do other outdoor things.  We’d probably eat at nicer restaurants than I do now, too.  ",1
"International Sales figures:   Between 2004 and 2008, international book sales fluctuated:   2004-2005: a dramatic rise to a figure of 2 million.   In 2005 book sales fell sharply to about 1 million, levelling off at this figure until 2007 when there was a sharp decrease in sales of about half a million.  Sales have levelled off at this figure.   National Sales figures:   Again the trend is one of fluctuation:   2004-2005: book sales rose sharply to 1 million.   2005-2006: Sales levelled off at 1 million.   2006-2007: sales increased dramatically to around 3 million, followed by a sharp drop to one and a half million, levelling off at this figure in 2008. 
",1
"Today, I'd like to look at the growing markets in Europe, Asia, and South America.  If we look at the period between 2006 and 2008 we can follow the trends in these three developing markets.   Let's look at Europe first, where the market was steady in 2006 and 2007 with a 4% falling off in 2008.  Share prices remained stable.  As you can see, the teen / adult markets remained the same for 2 years then fell by about 50% from 23% in 2006 to 12% in 2008.   Next, Asia, where we can see a dramatic downturn of 20% from 2006 to 2008, but share prices remained relatively stable.  Again, we can see a dramatic fall in 2006 from 15 / 10% in 2006 to 5 / 2% in 2008 in the teen / adult market.   Finally, South America, where we see a dramatic increase in our market share from 12% in 2006 to 33% in 2008.  Share prices also made a dramatic leap from $3 in 2006 to $9 in 2008.  The teen / adult market also shows a sharp rise from 6 / 3 % in 2006 to 43 / 22% in 2008.   In conclusion, I would like to say that we should concentrate our efforts in the South American market and consolidate the gains we have made there.        ",1
"Hi Y

Thanks for the texts and the links to those sports places. I’ve had a look at them and here’s what I think:

1. You don’t enjoy team sports.
2. You need a routine.
3. You need someone to help you learn to keep fit and to help you to stay motivated.                So, although the Unity Center sounds fantastic and has a great range of facilities, I don’t think it’s the right place for you.

 I think you should start going to the Marathon Gym. It seems to be a very welcoming place and you can get personalized help. That’s what you really need.
I’m so proud that you are taking control of your own health and fitness, Youssef. I’m sure you’ll be successful and I’ll soon see a new you.

Have fun at the gym!
 A 
",1
"Dear Bro,

Glad to hear from you yesterday. It sounds as if you’re having a good time at uni, but I want to give you some advice.

You have to have a healthy lifestyle if you want to succeed. You miss the food at home and I doubt you’re eating a balanced diet. You should try and eat fruit and vegetables every day, and not snacks.
Work and play hard, but take time to relax. Lie on your bed and stop thinking. It’s not easy, but it’s good for you.

My last advice is to do some exercise three times a week. Go for a good walk or run, perhaps.   Let me know how you get on.
Ali
  ",1
"Hi Ian,

How are you? I just heard about your decision to resign from Stowark Bank. I must say I’d be sad to see you go. If I can do anything to make you change your mind, I will.      Sarah mentioned that you're leaving because of a phobia triggered by the relocation. It might shock you to learn that I also suffered from claustrophobia: I was afraid of being unable to escape from enclosed spaces. I know how it can affect the way you live your life.      I had a lot of the symptoms you must be familiar with: anxiety, sweating, panic attacks, a pounding heart, and so on. I used to do things like avoid long train journeys and stick close to the exit doors at parties. If I spotted that an exit was closed, it would often be enough to trigger some of the symptoms.

It is not easy to deal with, but there are treatments that can help. In my case, a combination of CBT and medication cured the phobia for good. I would recommend you visit your doctor and ask for advice. I would also suggest you learn and practice some relaxation techniques. These can really help in times of panic and anxiety.

Sarah has also mentioned that she wants to offer you promotion, so you might want to reconsider your decision. Give it some thought.
Bye now
",1
"Every night, he would hear a meowing sound outside of his window, so in the evenings he began to leave a bowl of milk for the cat to drink at night.  He had never seen it, but it came every night.

One night, he decided to try and catch it.  He heard meowing, and felt his palms getting sweaty with excitement.  He put his hand on the door, and shivered as he heard the creak while it opened.  Suddenly, he was thrown on his back and saw a huge black wildcat in his doorway.  He hadn’t been feeding a kitten, but a killer cat!  ",1
"Award-Winning Translator       

I’ve been trying out the new, award-winning Transformer Translator and I must say I’m very impressed.     

It’s a state-of-the art little gadget; hand-held and easy to use. It does a fine job of translating into 50 languages and has excellent voice-recognition software which corrects your pronunciation. Not only that, but there are plenty of other helpful features too.     

It has the edge over the competition due to all the built-in extras and because of its light weight, although it is more expensive than the solar-powered 2 co. Probably its closest competitor is the Teen Translator which comes in a great range of colors and does a good job of translating into 60 languages.     

However, I think the Transformer, jam-packed with those extra features, outperforms all the other translators on the market and is well-worth the $235 price.      
",1
"Judith's Wight's 'How to Make a Career out of Courage' explores the strategies involved in following a career path that corresponds with one's personality.  Tracy Farnam claims that the search for the perfect career is a lot easier that it seems.

According to Tracy, the key to escaping discontent in the workplace is to take an in-depth look at ourselves to determine what it is exactly that will make a job gratifying.

She makes the search for a new career path sound like a walk in the park by providing her readers with simple step by step advice, supported by statistics and detailed success stories.   The outcome of this book is that it's uplifting and makes the reader feel like they've finally found someone who understands them.  Overall, Tracy's strategies sound like a cool breeze on a hot summer night. 
",1
"Model answer: 
Novelist 
Photographer   
Graphic Designer   
Webmaster   
Artist    
Teacher   

I believe these occupations would suit me because I generally like to work alone and I am extremely creative. Even though being a teacher means that I would have to work with other people, I still think I would enjoy it because I would still be able to utilize my creativity.  ",1
"Slide 1
Security aspects to be addressed:
• technical security   
• user security   

Slide 2   
Major technical and user-security problems:   
• open interaction among loosely connected users   
• limited barriers against interacting with near-strangers   
• chatting can lead to revealing intellectual property   

Slide 3   
Users existence can lead to competitors drawing org charts of our:   
• company   
• suppliers   
• partners  
 • clients Slide   

4 Ways to maintain user-security:   
• reduce what appears in your profile   
• reduce what information is public   
• block users from seeing more than a limited profile   
• block all users from finding you via search   

Slide 5   
Customize setting so that:   
• people you're connected to can only see those you both have connections with   
• only your name and headline show   
• only anonymous profile characteristics appear  
",1
"Hi there, 

It sounds like your computer has a big problem. If you got a blue screen and then it won’t turn on, there are lots of things that could be wrong with it. I’m happy to help you try to fix it for free, as long as you buy the parts.  And maybe cooking me dinner wouldn’t hurt either…  I’ll call you soon!      ",1
"Dear Mr McDonald,

I'm writing regarding an issue of breach of contract.       
As far as my claim for overtime payment is concerned, my contract clearly states that I should be compensated for weekend work. Furthermore, nothing in the contract allows the company to refuse to pay me for something that is not your fault. In this point, you are very much taking the moral high ground.      

Consequently, TransWorld Enterprises should pay me for working the two weekends and I believe I am within my rights to object to being refused overtime pay. If I do not receive overtime pay, I intend to sue TransWorld Enterprises for damages.      

Yours sincerely,   
[name]  
",1
"To help me with vocabulary, I usually write down the words many times in my notebook. I practice saying them out loud to myself when I’m sitting on the bus or waiting in line at the store. Advice I would give myself: Try to use some visual mnemonics, and read more outside of class. Ask my mother to buy me some graded readers for my birthday next month! I wish I knew more about what to say when I don’t know or can’t remember a word in English.  ",1
"“Brian, your mom is really upset with the way you’ve been behaving.” “You might not believe me, but what you do now could really affect your future.” “You can do what you like when you’re alone, but when you’re at school or out with your mom, just be polite, OK?” “People will treat you less like a kid and more like a grown up.” “Trust me, I used to be rude when I was your age and I learnt the hard way. I got expelled from my school.”  ",1
"Hi Graham,       

Thanks ever so much for the invitation to dinner tomorrow, but I’m afraid that we can’t make it. It’s my niece’s graduation dinner, which we are hosting at our house so we have to be here. It was really kind of you to think of us, and we were wondering if you might be free sometime next week to come round to our house for dinner instead? Tuesday and Wednesday are good for us. I hope you have a great time tomorrow!      

Best wishes,   
Chris  ",1
"Dorian, the housekeeper, drew back the heavy damask curtain and let out an ear-piercing scream. Peter Burnstein lay in his bed, stabbed through the heart with a jewel-encrusted dagger. All at once, the room was full of people. Leonora Burnstein collapsed over her husband, in floods of tears.   ‘Peter, Peter,’ she repeated.   ‘Leonora, come away,’ said Jake. ‘It’s no good, he’s gone, come away.’   Jake took control of the situation and called 911 right away.      Before long, the police were on the scene. They poured into the grand, elegant house, their boots thumping loudly across the polished parquet floors. The bedroom filled with crime-scene photographers, who flooded the gloomy interior with the flash of their cameras. The forensic team started their meticulous examinations like vultures picking over a dead animal. Detective Carter heaved a heavy sigh. After years on the job, nothing shocked him any more.   ‘So fill me in on the set-up here,’ Detective Carter asked his officer.   ‘Well, sir,’ the officer replied, ‘the victim is a Mr. Peter Burnstein, 78 years old, oil tycoon. He set up the Deep Ocean Oil Company back in the 60s – the guy’s a multi-millionaire.’   ‘You mean he was a multi-millionaire. What about the wife?’ asked Carter.   ‘Leonora Burnstein – 24 years old, they’ve been married for six months. She was his maid before apparently. And then there’s Jake Harvey who called us. He was Burnstein’s best friend and business associate. And Dorian, she’s the housekeeper who found the body. She’s been with the family for some years and is very upset – too upset to say much yet. As you can see, the window over there has been forced and the safe in the corner has been emptied so it could just have been a break-in.’   Everyone had gathered in the lounge. Leonora stared into space as if she was in a trance, Jake paced up and down in front of the fireplace, and Dorian was sobbing quietly in the corner.   ‘Good morning, my name is Detective Carter. Allow me to extend my deepest sympathies. I realize that this is a difficult time for you but I do need to ask you a few questions. We suspect that Mr. Burnstein was killed at around midnight. We have found signs of a break-in and the safe has been emptied. Did any of you hear anything at that time?’   ‘No, sir,’ Jake replied. ‘I was round for dinner last night. Peter went to bed at around 11pm. And I stayed chatting to Leonora about our plans for Peter’s surprise birthday party.’   At this, Leonora burst into tears.   ‘That’s right,’ she added. ‘We talked until 1am and Dorian was there too, weren’t you Dorian?’   ‘Yes, ma-am, I was. I was going to be in charge of organizing the party. And we didn’t hear any noise at all. I can’t believe all the time we were making plans, somebody was…I don’t know how we’ll ever get over this.’ She broke down and buried her face in her hands.   ‘OK, guys, we’ll leave if for now,’ said the detective. ‘It sounds like a break-in that has gone wrong. I’ll be in touch when I have any more information.’      The detective left the room and closed the door behind him. A slow smile came over Leonora’s face.   ‘I think we’ve got away with it,’ she said quietly.   Jake stopped pacing and nodded his head. Dorian’s tears dried up and a look of triumph came over her face.   ‘After all these years, we’ll finally be rich,’ she laughed. ‘We didn’t slip up with our story at all. And those dumb cops have got no idea…’       From where he was standing just the other side of the door, Detective Carter thought to himself, ‘Well, we’ll see about that…’  ",1
"REPORT: GENERAL EMPLOYEE SATISFACTION AT HAYS AND SONS

TERMS OF REFERENCE   
Peter Reynolds, Chief Executive Officer of Hays and Sons, requested this report on general employee satisfaction within the company. This report was prepared and submitted to him by Student’s Name, Human Resources Director, on 19 September.     

PROCEDURE   
A survey was prepared and conducted across a representative cross-section of employees, which totaled 120, 10% of the company. The topics included satisfaction with:   
1 Employee basic package: including pay scale, number of vacation days, sick days and overtime.   
2 Employee advanced package: pension plan, health benefits and shares scheme.   
3 Working environment: office equipment, aims and objectives and appraisal system.   
4 Company structure: management style and lines of reporting. Employees were also asked for any suggestions for improvement in any of the above areas.     

FINDINGS   
1 Employee basic package   
• The majority of employees were satisfied with pay scales, number of vacation days and sick days.   
• Most employees complained that they were regularly expected to work above and beyond their contractual hours of employment.   
2 Employee advanced package   
• Most employees were satisfied with the pension plan, health benefits and shares scheme.   
• Some complained that you have to wait for two years before becoming eligible for the advanced package.   
3 Working environment   
• Most employees were satisfied with office equipment and had a clear understanding of their aims and objectives.
• Most complained that they did not receive enough feedback about their performance because the current appraisal system is too informal.
4 Company structure
• Most employees were satisfied with the management style of the company.
• Some complained that it took a long time for decisions to be made because of the long reporting lines within the company.     

CONCLUSIONS   
1 There is a culture of overtime where employees are expected to work additional hours for no additional pay.   
2 Two years is deemed to be too long to wait to earn eligibility for the employee advanced package.   
3 The current informal appraisal system is not providing adequate feedback to employees about their performance.   
4 Employees have highlighted that the lines of reporting are too long because there are many levels of management within the company through which all major decisions must pass for approval.     

RECOMMENDATIONS 
There follows recommendations for addressing the issues highlighted by the survey.  
 1 Overtime culture   
• Employees in senior positions could lead by example in sticking to contractual hours of employment.   
• Consider some form of ‘days off in lieu of overtime’ scheme to improve morale.   
2 Eligibility for employee advanced package.   
• Allow employees to become eligible for the advanced package after 18 months rather than two years.   
3 Appraisals and performance feedback   
• Overhaul current annual appraisal system to make it more formal and thorough.   
• Introduce additional informal weekly feedback meetings.   
4 Overlong reporting lines   
• Consider allowing more autonomy at lower levels.   
• Remove some levels of management.  
",1
"I think it’s fine that people have their own varieties of English.  Everyone has their own style of speaking, and within groups there are patterns that everyone tends to follow.  I think that these choices help create a sense of community, and reflect the culture and views of that group.  Although they might cause difficulties in understanding across groups, that doesn’t mean that we should discourage the use of these words or grammatical constructions.      

I don’t think it’s easy to define the ‘right’ way to speak English, so in my mind, if you can successfully communicate, that’s the most important thing!  ",1
"PRODUCT WRITE-UP   The new electronic dictionary is bigger than the others. I tried it out myself and I thought it was great. But before you run out to buy one, think about the price. I couldn’t believe my eyes when I saw how much they were asking for it. I was rolling on the floor laughing so much it hurt! Well, that’s not exactly true, but if I were you, I’d buy the bigger version; it’s better value for sure. You can’t deny the fact that it’s the best bang for your buck! 
Harry
  ",1
"taboo dinner-table discussion topics in the USA: religion, sex, rights of different sexes, money,   politics, race, physical appearance and fitness age, bodily functions, emotional problems,   unpleasant subjects: death, illnesses, disasters, accidents  ",1
"The mayor is a very experienced and knowledgeable man.  When I spoke to him, he said that he’s lived here his whole life, and his family have lived in the area for generations.  It’s because of this that he feels he really understands the community’s needs. He reported that his greatest achievement was helping to achieve a 15% drop in unemployment in the area.

He also mentioned that his favorite part of the job is when he’s able to represent Camberley at a national level.  He claims that in the future, he’s planning on reducing the emissions in the town center, as well as encouraging people to make their homes more eco-friendly.  ",1
"Dear Janice,   

I am writing to say how terribly sorry I am for what Selma said this morning.   
It was very rude and insensitive of her to go on about money. She certainly didn’t mean to upset or embarrass you.

Although I’m not looking to give excuses, I did want to explain her reasons for putting her foot in it. It’s just in her country they talk about money all the time and it didn’t occur to her that she might be overstepping the mark. She's just learning about how to behave in America and believe me, the last thing that I wanted to do was cause a scene.    

I hope that you can forgive me and that I can continue to stay in your beautiful house.   
Once again, please do accept my sincere apologies.      
With best wishes,
     ",1
"First of all, both groups are good targets for increasing our market share. Both groups purchase magazines on a regular basis. Furthermore, they both have strong purchasing power. When the two groups are compared, both have their strengths and weaknesses. On the one hand, the size of demographic group 2 will fall sharply by 2025. On the other hand, their purchasing power will rise steadily. In comparison, there will only be a slight rise in the purchasing power of demographic group 1. However, the percentage of females in this age group will rise rapidly by 2025. As you can see, developing a new magazine for either demographic group would be profitable. In the end I believe the purchasing power of females 15 to 19 in this chart has been underestimated. I believe their purchasing power will rise dramatically by 2025, and that they represent the best group for us to target with a new magazine.  
",1
"Dear Paul,   

One of the biggest things you can do to help with your financial problems is to start reducing the number of times you eat out in a week. You don’t need to completely stop eating at restaurants, but it will certainly help if you limit it to once or twice a week. You should bring your lunch when you can, and try making extra food on the weekends so you have dinner for the rest of the week.   Another thing you can do is begin bringing your own coffee to work. Even if you purchase a nice travel mug, the money you’ll save in one week by making coffee at home will more than pay for the cost of the mug.   
Hope this helps!   
Financial Coach  
",1
"1 A boy fell off his bike but appears to be ok. Make sure he is not hurt, and check he can get home safely. A co-worker forgot his lunch and doesn’t have any money. Lend the person some money, or offer to share lunch. 3 You find a wallet with money and have to decide if you should return it. Return it or hand it in to a police officer. 4 You want to relax but your friend has just lost his job and wants to talk. Ask him to come and see you, or put them in touch with your company recruitment manager.
       ",1
"Kids’ section; I like children. I have lots of young nephews and nieces and I get on well with them. Physical Rehabilitation Section: I’m quite strong so I think I could do this work. It would be rewarding to help people recover from their injuries. I’m better with paper than with people, but I want to work somewhere that really cares about helping people in need. 
        ",1
"Carson County Needs You!

Hurricane Melinda may have spared you, but our neighbors need your help! Volunteer today and help someone in need.      

Volunteer jobs include:   
Debris removal—help clear out broken cement, garbage and rubble so that emergency vehicles can pass through streets more easily.   
Prepare Disaster Kits—help assemble disaster relief kits for victims. Kits include blankets, dried and canned food, diapers, soap, water, candy, first aid kits, toilet paper, and mats.   
Give blood—hundreds of people are hospitalized and the blood supply is running low. Donate blood. People need your help!   
Administrative work—if you don’t like to do hard labor, consider helping with paperwork.   Gathering supplies—help gather and distribute food and basic supplies for the shelters.   Construction Work—help rebuild Carson County. No experience is necessary.   Counseling—Help someone talk through their losses. Everyone needs a shoulder to cry on. Be there for your neighbors.   
Guidance—provide financial and career advice so people can get their lives back on track.   
Advocacy—help spread the word about this natural disaster. Help raise awareness for the victims. Be their voice!   
Financial Assistance—if you don’t have time to volunteer you can still help by donating money to our disaster relief fund.  
",1
"To: john.smith@thatmail.com      
Cc:      Subject: Idea for new animal pack      

Dear John      
I’ve had what I think is a good idea for a new addition to our product range. The details are below:      

Title: Endangered and extinct animals There are different levels of endangered animals so the pack could be sorted into these levels. Therefore customers could play sorting games with them or games such as Happy Families. Environmental issues are very popular currently, so I think there would be a good market for this topic. Costs should be similar to Animals of the African Continent as we would be able to re-use many photos rather than paying for copyright. Although we don’t have a picture of a dodo, the most famous of extinct animals, there are probably out of copyright pictures available.      

If you would like to meet and discuss my suggestion, I would be happy to do so. Also, as I have had considerable experience on the African pack and also the Animals of the Americas project, I would be very keen on editing this new pack.      

Best regards...  
    ",1
"Cake & Co. famous chocolate cake has now improved its traditional recipe with a better taste, healthier ingredients and easy recipe! Put the cake mix in a bowl, beat in some water and it's ready to bake in the oven! In just 30 minutes, you will be able to enjoy our delicious and healthy chocolate cake. Cake & Co. chocolate cake is the best choice! To celebrate Cake & Co. chocolate cake’s new recipe and image, this month you can try it for free. Don't waste any more time trying to follow your recipe book. Run to your local supermarket and buy it!  
",1
"Dear Mr. Gibbs,   

We have selected an ad campaign for Century watches which I am sure will impress you.     Many people think that Century is a classic and well-known brand because it has featured in some of the most famous advertising campaigns. While this might be true, it is also true that customers prefer Century because it’s simply the best and most reliable watch maker on the market. That is the reason why Century has managed to be one of the top three watchmakers worldwide.     

Considering Century’s trend of effective advertising, we contemplated the idea of bringing a famous spokesperson into the campaign. We decided, however, that the quality of the watch was more important than celebrity endorsement. For this reason, we decided that the ad would feature a man playing golf. It will be simple and crystal clear but with a slogan that delivers an efficient message. A message not directed to athletes, but directed to each and every man who reads and looks at our ad. “Golf and Century. The perfect team” is a simple message that everyone can understand.     

And that is why our ad will succeed and still follow Century’s style. When you consider that our ad will feature a common man playing golf, you might think it is the wrong choice. However, the secret of our campaign relies on the fact that this man will still inspire taste and elegance.     We look forward to hearing your opinions of the new campaign.     

Yours sincerely,  
",1
"Dear _______________,   

I have to inform you that we were unable to place you in our upcoming class at Central University. I really enjoyed hearing about your experiences. You have a lot to offer, but at this time there were others that were a better fit for our university. I welcome you to reapply next year for a place as a transfer student.   Thank you for your interest in Central University. We know that you have many choices in your schooling, and we appreciate that you applied to Central. I wish you every success in the future.   Please do not hesitate to contact me if you have any questions.   

Sincerely,   
Mr. T. Falkner  
",1
"Bungee jumping guidelines       
- Jumping with a licensed operator is safer than with just any random guy with a rope   
- Starting off small is advisable   
- Moving on to bigger jumps gradually is a good idea   
- Checking that the ropes are secure is essential   
- Being scared of heights is not compatible with bungee jumping   
- Feeling the rush is the best thing about bungee jumping            
",1
"Hi Bobby,   

I hope you realize that by hanging out with those ""tough guys"" you are playing with fire. I mean, is it really worth it to give up your freedom or have a criminal record because you want to make money? What about your future? If I were you I would just go back to school and get your degree. You should concentrate on finishing school so that you can get a job. You're tempting fate by skipping classes to hang out in the city with those older guys who just keep getting in trouble. Is it worth it to go to juvenile detention? Unless you want to spend your life in jail or worse, get killed, I would stop now! I don't know whether or not you'll pay any attention to this but believe me, I'm on your side.  
",1
"Dear Mum and Dad

Just a quick message to let you know that I’ve settled in and I’ve already made some friends. 
Today I had to choose my courses for the first year. Some of the courses are compulsory so I’ll be studying English 101, Economics200 and Biology211. I’m looking forward to the English course but I think economics might be a bit boring. 

I have to take either another science or math so I’ve decided to take math as it will be far more useful to me, I think, and will help me with the economics. 

The last choice I had to make was in something they call Human Expression.  I had a choice between another English course, history and religion. I’ve chosen religion as it’s such an important part of our lives. I hope that you approve of my choices. I’m going to work really hard! See you in the vacation.
",1
"Evaluate your text by looking at its compare and contrast structure (which did you use: whole-to-whole, similarities-to-differences or point-to-point?) and the discourse markers and linking words you used to compare and contrast the points.     ",1
"That was really interesting. I’ve always thought the media controls how much we see on the news, but I didn’t know by how much. It’s also a really good explanation for why some Americans don’t know what is going on around the world.      

I wish I could have seen the maps and other visuals he referred to, but I still understood what he was talking about. I am glad to know that someone with such an important job in the media has this view and may actually do something about it. It’s too bad that he doesn’t work for one of the major TV news networks, though.  
",1
"Welcome everybody. As you all know, we are here today to celebrate the wedding of my loyal, hardworking son Doug and his new wife Jessica. I'm delighted to be able to share this day with all of you and I am so happy for Jessica and Doug.     

To start, I’d like to tell you about Doug as a child.  He has always looked forward to this day, as far back as elementary school.  In fact, when his teacher asked him what he wanted to be when he grew up, he answered without hesitation, ‘I want to be a husband and a father.’  There is no greater achievement for him than to be here today, having achieved the first half of that goal.      

Doug, I hope that your new family endures the years as it has for me and your mother. My greatest wish for you both is that through the years your love for each other will grow so much that years from now you will look back on this day, your wedding day, as the best day of your life.
  ",1
"While stuck in an elevator recently, I was reminded of a funny story about a pizza delivery man who was also stuck in an elevator. Luckily, my time in the elevator wasn’t as bad as his. You’ll never believe this but…, he had gone to an apartment building to deliver a pizza but had never come back. So his employer called the police. It was days before they found him. It was so alarming that at one point, they almost arrested a butcher because they found blood on his clothes! Anyway, they finally found the guy in a broken elevator. There was a security camera in the elevator, but nobody thought to check it! Anyway, the guy lucked out because he was finally found.     Ironic ending: After he finally made it home the most incredible thing happened. It was the stairs rather than the elevator that he took up to his apartment. But then he was accidentally locked in the stairwell for the night!     Slapstick ending: After they fixed the elevator, it automatically went up to the thirtieth floor and wouldn’t come down again. Then he went to step off it, and he was slammed in the door. The stairs were his preferred way down then—though it was thirty flights. On the last step, he tripped and broke his arm!     Black ending: So the guy gets back into his delivery van and was just turning out of the street when his van got rear-ended and totaled. By another pizza delivery van, of all things. Turned out the people in the building had got so fed up waiting for him to appear that they called a rival firm!  
",1
"Unstable gardener kills employer   
Last night Phillip Morris, gardener at the residence of Dave Nelson, stabbed his employer in the chest following an argument.    
The police were told that Morris had no intention of murdering his boss when they started arguing about their gardening plans for the following spring. It was also stated that Mr. Nelson frequently exploded at his staff, including the gardener, and that he was quite unstable. Without a doubt, all the abuse that the gardener suffered had a negative effect on his mental well-being.    

On the night of the stabbing, Mr. Nelson was sitting on the patio outside his home, having just finished a steak dinner. He called Morris to the table to discuss plans for next year’s garden, when he became irrationally angry and began yelling at the man.   Mr. Morris moved towards his employer, telling Nelson that he was being unreasonable, but his boss just laughed. It was then, humiliated, that Morris picked up the knife from the dinner table.   He turned toward Nelson, holding the knife, and stabbed him three times in the chest. Morris was said to have been hysterical while calling the police to turn himself in.  Nelson was later pronounced dead at the hospital.  
",1
"America is a large country, and business rules can vary according to culture and geography. For example, the East Coast is traditionally more conservative and formal in dress and manner than the West Coast.      

Appropriate business dress is important. In major cities, wear a suit and tie for formal meetings, and a dress shirt for less formal events. Rural towns and areas with a warm climate tend to have less formal requirements.      

Gift giving is discouraged or limited by many US companies as they can appear to be bribes. A gracious written note or an invitation for a meal is generally acceptable.      

When attending a meal with colleagues, do not use or chew on a toothpick in public as this can be considered rude.      

Many American public places and private homes do not allow smoking. It is important to ask permission to smoke before lighting a cigarette or cigar.  
",1
"BEFORE:   
• Mom works from home.   
• Daughter interrupts mom’s work.   
• Mom feels frustrated with her daughter.   
• Mom couldn’t concentrate on work.   
• Mom suffered from lack of sleep.   
• Mom felt guilty and would apologize for her negative behavior.      
AFTER:   
• Mom and daughter spend time planning out activities for the week.   
• Mom defines when her work time is to daughter.   
• Daughter gets needed attention from mom and feels more independent. 
• Mom looks forward to spending time with daughter.   
• Mom is getting more work done and gets more sleep.   
• Daughter enjoys creating the chart.     
TECHNIQUES:   
• Identified negative behaviors: daughter’s interruptions and mom’s reaction. 
• Positive intention for daughter: needs attention; trying to find help to relieve boredom   
• Positive intention for mom: protecting her work space and time   
• Context Reframing: OK for daughter to ask for ideas about activities during their planning “session”. Define inappropriate time – during mom’s work.   
• Content Reframing: Provide another time for mom and daughter to create options for daughter to do during mom’s work time. Make it fun so daughter gets positive attention.  
",1
"When examining these two websites, there is clearly one overall winner.  Nileretail.com, while not perfect, is very well built and easy to use, whereas the-shopping-space.com is not.      Concerning usability, nileretail.com has a very easy to navigate site, with advanced search functions and customer generated recommendations.  The-shopping-space.com, on the other hand, is very difficult to use, and features out-of-season merchandise on the home page.  This makes their site much less appealing.     

Additionally, compared to nileretail.com, the-shopping-space.com has very few payment and shipping options.  This, combined with the fact that their customer service is unresponsive, means that there is little reason to use the-shopping-space.com.      

The one area that nileretail.com could stand to improve is their FAQ.  Although it contains that answers to the most common questions, it’s very difficult to find contact information for questions that are more specific. Despite this, they still come out as the clear winner when compared to the-shopping-space.com.  
",1
"Dear Mayor Bleak,   

I am writing to you to express my concerns about the new Superstore that is planning to come to our town. I really feel that this will force many small businesses to close down and we will lose that sense of community that says who we are. I would like to stress that our local community strongly opposes the opening of Super-Mart in our town. A survey that was conducted last week showed that 87% of our people are against it.   In the Local News article ""Super-Mart to Set Up Soon"" (7th August) you said that ‘local businesses must learn to compete in order to survive’. However, Super-Mart’s standard operating procedure is to drive out the small, locally-owned businesses that might offer some competition. Their strategy is to price their goods under wholesale prices to bring people into Super-Mart. And since Super-Mart has billions of assets they can follow this strategy for as long as it takes to shut down competing businesses. Nearly every small business in our town will be affected by this: tire stores, hardware stores, food stores, clothing stores, etc.   
Yours sincerely,   
F Blogs
  ",1
"I’d buy the indoor water fountain because I like the sound of the ocean; it’s relaxing and helps create a sense of tranquility. I like the idea of the units because I have a lot of papers so they could help keep down the clutter, but the lamp sounds more appealing to me – the idea of having different colors to suit my mood sounds interesting, and I’m sure this would help me unwind! With only $100 to spend, this means I can’t afford the cushions, though I Iike the idea of them giving off the scent of vanilla!  ",1
"Looking ahead    
No one can tell what the future will bring but one thing seems certain – we’ll all be using even more electronic devices and spending more time connected to cyberspace if current research turns out to be correct.      

Imagine driving with your family for a nice trip out somewhere, but wait – did I say ‘driving’? Maybe ‘hovdriving’ might be a better term for what some experts suggest we’ll be doing in the eco-friendly car of the future! Add to this the cries of ‘Look, Mum and Dad, no hands!’ when your youngest son takes the wheel, and the picture is complete. Young Ali has just helped his father punch in the codes for the GPS autopilot, and now he and the rest of the family can all sit back and watch the miles roll away beneath you.       

Once at your destination, you’re served in the stores and restaurants by staff who all aced their Robotic Intelligence tests and now are there to meet your every request with a smile – no more bad days at the office for these workers, and no more high absenteeism-rates for the owners of the stores. Win-win!      

Back at home after a lovely day out, you and the family relax in the tranquil environment you’ve created through a clever combination of light and color, texture and space. Dad has a teleconference to go to in the morning but as he won’t have to actually leave the house, there’s no need to worry about packing a suitcase.  
",1
"Economy: I think we’re bound to move towards a universal currency.   
Environment: It’s highly likely that we’ll see more natural disasters. The earth’s ecosystems are disrupted now.   
Technology: By no stretch of the imagination will robotic intelligence surpass our own, but I do think that we’ll see robots walking around amongst us.   
Society: I think we’re about to see families becoming larger, not smaller. By this I mean, that there’ll be multi-generations living together in the same household.  
",1
